name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year
Brent Petway,https://www.sports-reference.com/cbb/players/brent-petway-1.html,62,,,,University of Michigan,2003
Art Bowers,https://www.sports-reference.com/cbb/players/art-bowers-1.html,63,,,,University of Massachusetts Amherst,2003
Dorell Wright,/players/w/wrighdo01.html,64,2004,1,19,,2003
Mike Nardi,https://www.sports-reference.com/cbb/players/mike-nardi-1.html,65,,,,Villanova University,2003
Paul Millsap,/players/m/millspa01.html,66,2006,2,47,Louisiana Tech University,2003
Jeremy Ingram,https://www.sports-reference.com/cbb/players/jeremy-ingram-1.html,67,,,,East Carolina University,2003
Jermareo Davidson,/players/d/davidje01.html,68,2007,2,36,University of Alabama,2003
Guillermo Diaz,/players/d/diazgu01.html,68,2006,2,52,University of Miami,2003
Dwight Brewington,https://www.sports-reference.com/cbb/players/dwight-brewington-1.html,70,,,,Liberty University,2003
Dameon Mason,https://www.sports-reference.com/cbb/players/dameon-mason-1.html,71,,,,Louisiana State University,2003
Kenny Harris,https://www.sports-reference.com/cbb/players/kenny-harris-2.html,72,,,,Valparaiso University,2003
Wesley Green,https://www.sports-reference.com/cbb/players/wesley-green-1.html,73,,,,DePaul University,2003
Darian Townes,https://www.sports-reference.com/cbb/players/darian-townes-1.html,74,,,,University of Arkansas,2003
Lorrenzo Wade,https://www.sports-reference.com/cbb/players/lorrenzo-wade-1.html,75,,,,San Diego State University,2003
Dez Willingham,https://www.sports-reference.com/cbb/players/dez-willingham-1.html,76,,,,Southern Methodist University,2003
Hassan Fofana,https://www.sports-reference.com/cbb/players/hassan-fofana-1.html,77,,,,Loyola College in Maryland,2003
Marquise Kately,https://www.sports-reference.com/cbb/players/marquise-kately-1.html,78,,,,Morgan State University,2003
P.J. Tucker,/players/t/tuckepj01.html,79,2006,2,35,University of Texas at Austin,2003
Vincent Banks,,80,,,,,2003
Renaldo Balkman,/players/b/balkmre01.html,80,2006,1,20,University of South Carolina,2003
Wesley Washington,https://www.sports-reference.com/cbb/players/wesley-washington-1.html,82,,,,Oregon State University,2003
Tim Morris,https://www.sports-reference.com/cbb/players/tim-morris-1.html,83,,,,University of Washington,2003
Sammy Mejia,https://www.sports-reference.com/cbb/players/sammy-mejia-1.html,84,,,,DePaul University,2003
Lawrence McKenzie,https://www.sports-reference.com/cbb/players/lawrence-mckenzie-1.html,85,,,,University of Minnesota,2003
Matt Causey,https://www.sports-reference.com/cbb/players/matt-causey-1.html,86,,,,Georgia Institute of Technology,2003
Keith Wooden,https://www.sports-reference.com/cbb/players/keith-wooden-1.html,87,,,,University of North Texas,2003
Brandon Wallace,https://www.sports-reference.com/cbb/players/brandon-wallace-1.html,88,,,,University of South Carolina,2003
Omari Isreal,https://www.sports-reference.com/cbb/players/omari-isreal-1.html,89,,,,Loyola College in Maryland,2003
Gerald Brown,https://www.sports-reference.com/cbb/players/gerald-brown-1.html,90,,,,Providence College,2003
Ryan Appleby,https://www.sports-reference.com/cbb/players/ryan-appleby-1.html,90,,,,University of Washington,2003
Daon Merritt,https://www.sports-reference.com/cbb/players/daon-merritt-1.html,92,,,,University of South Alabama,2003
Devon Evertsen,https://www.sports-reference.com/cbb/players/devon-evertsen-1.html,93,,,,Boston College,2003
Will Blalock,/players/b/blalowi01.html,94,2006,2,60,Iowa State University,2003
Josh Boone,/players/b/boonejo01.html,95,2006,1,23,University of Connecticut,2003
Sylvester Mayes,https://www.sports-reference.com/cbb/players/sylvester-mayes-1.html,96,,,,Ohio State University,2003
Patrick Ewing,/players/e/ewingpa02.html,97,2008,2,43,Georgetown University,2003
Karron Clarke,https://www.sports-reference.com/cbb/players/karron-clarke-1.html,98,,,,DePaul University,2003
Shawn Taylor,https://www.sports-reference.com/cbb/players/shawn-taylor-1.html,99,,,,"California State University, Fresno",2003
Longar Longar,https://www.sports-reference.com/cbb/players/longar-longar-1.html,100,,,,University of Oklahoma,2003
