name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year
Boo Wade,https://www.sports-reference.com/cbb/players/boo-wade-1.html,90,,,,University of Wisconsin,2002
Mario Moore,https://www.sports-reference.com/cbb/players/mario-moore-1.html,91,,,,Vanderbilt University,2002
Matt Kiefer,https://www.sports-reference.com/cbb/players/matt-kiefer-1.html,91,,,,Purdue University,2002
Kevin Young,https://www.sports-reference.com/cbb/players/kevin-young-2.html,93,,,,University of Missouri,2002
Gary Ervin,https://www.sports-reference.com/cbb/players/gary-ervin-1.html,94,,,,Mississippi State University,2002
Nik Caner-Medley,https://www.sports-reference.com/cbb/players/nik-caner-medley-1.html,95,,,,University of Maryland,2002
Dedrick Finn,https://www.sports-reference.com/cbb/players/dedrick-finn-1.html,95,,,,Xavier University,2002
Bobby Jones,/players/j/jonesbo02.html,97,2006,2,37,University of Washington,2002
Wes Wilkinson,https://www.sports-reference.com/cbb/players/wes-wilkinson-1.html,98,,,,University of Nebraska,2002
Tyler Smith,https://www.sports-reference.com/cbb/players/tyler-smith-1.html,98,,,,DePaul University,2002
John Winchester,https://www.sports-reference.com/cbb/players/john-winchester-1.html,100,,,,Quinnipiac University,2002
