name,link,rank,draft_year,draft_rd,draft_pk,college,recruit_year
Prince Ibeh,https://www.sports-reference.com/cbb/players/prince-ibeh-1.html,62,,,,University of Texas at Austin,2012
James Robinson,https://www.sports-reference.com/cbb/players/james-robinson-2.html,63,,,,University of Pittsburgh,2012
Danrad Knowles,https://www.sports-reference.com/cbb/players/danrad-knowles-1.html,64,,,,University of Houston,2012
J'Mychal Reese,https://www.sports-reference.com/cbb/players/jmychal-reese-1.html,65,,,,Texas A&M University,2012
L.J. Rose,https://www.sports-reference.com/cbb/players/lj-rose-2.html,66,,,,University of Houston,2012
Xavier Johnson,https://www.sports-reference.com/cbb/players/xavier-johnson-1.html,67,,,,University of Colorado,2012
Jake Layman,/players/l/laymaja01.html,67,2016,2,47,University of Maryland,2012
Chris Obekpa,/players/o/obekpch01.html,69,,,,St. John's University,2012
Jordan Price,https://www.sports-reference.com/cbb/players/jordan-price-1.html,70,,,,La Salle University,2012
Georges Niang,/players/n/niangge01.html,71,2016,2,50,Iowa State University,2012
Torian Graham,/players/g/grahato01.html,72,,,,Arizona State University,2012
Rosco Allen,https://www.sports-reference.com/cbb/players/rosco-allen-1.html,73,,,,Stanford University,2012
Evan Nolte,https://www.sports-reference.com/cbb/players/evan-nolte-1.html,74,,,,University of Virginia,2012
Codi Miller-McIntyre,/players/m/milleco01.html,75,,,,Wake Forest University,2012
Terry Rozier,/players/r/roziete01.html,75,2015,1,16,University of Louisville,2012
A.J. Hammons,/players/h/hammoaj01.html,75,2016,2,46,Purdue University,2012
Nik Stauskas,/players/s/stausni01.html,78,2014,1,8,University of Michigan,2012
JaKarr Sampson,/players/s/sampsja02.html,79,,,,St. John's University,2012
Javan Felix,https://www.sports-reference.com/cbb/players/javan-felix-1.html,80,,,,University of Texas at Austin,2012
Alex Caruso,/players/c/carusal01.html,81,,,,Texas A&M University,2012
Savon Goodman,https://www.sports-reference.com/cbb/players/savon-goodman-1.html,82,,,,Arizona State University,2012
Steve Taylor,https://www.sports-reference.com/cbb/players/steve-taylor-2.html,82,,,,University of Toledo,2012
Melvin Johnson,https://www.sports-reference.com/cbb/players/melvin-johnson-2.html,84,,,,Virginia Commonwealth University,2012
Montrezl Harrell,/players/h/harremo01.html,85,2015,2,32,University of Louisville,2012
Michael Frazier,/players/f/frazimi01.html,86,,,,University of Florida,2012
Matt Costello,/players/c/costema01.html,86,,,,Michigan State University,2012
Mike Gesell,https://www.sports-reference.com/cbb/players/mike-gesell-1.html,88,,,,University of Iowa,2012
Denzel Valentine,/players/v/valende01.html,88,2016,1,14,Michigan State University,2012
Arnaud William Adala Moto,https://www.sports-reference.com/cbb/players/arnaudwilliam-adalamoto-1.html,90,,,,Towson University,2012
Marcus Georges-Hunt,/players/g/georgma01.html,91,,,,Georgia Institute of Technology,2012
Mike Tobey,/players/t/tobeymi01.html,92,,,,University of Virginia,2012
Ronnie Johnson,https://www.sports-reference.com/cbb/players/ronnie-johnson-1.html,92,,,,University of Houston,2012
Anthony January,,94,,,,,2012
Tyrone Wallace,/players/w/wallaty01.html,94,2016,2,60,University of California,2012
Kellen Dunham,https://www.sports-reference.com/cbb/players/kellen-dunham-1.html,96,,,,Butler University,2012
Grant Verhoeven,https://www.sports-reference.com/cbb/players/grant-verhoeven-1.html,97,,,,Stanford University,2012
Jordan Loveridge,https://www.sports-reference.com/cbb/players/jordan-loveridge-1.html,98,,,,University of Utah,2012
Kenny Kaminski,https://www.sports-reference.com/cbb/players/kenny-kaminski-1.html,98,,,,Ohio University,2012
Aaron Thomas,https://www.sports-reference.com/cbb/players/aaron-thomas-3.html,100,,,,Florida State University,2012
