person_id,display_last_comma_first,display_first_last,rosterstatus,from_year,to_year,playercode,team_id,team_city,team_name,team_abbreviation,team_code,games_played_flag
2079,"Dickens, Kaniel",Kaniel Dickens,0,2003,2007,kaniel_dickens,0,,,,,Y
76563,"Dickerson, Henry",Henry Dickerson,0,1975,1976,HISTADD_henry_dickerson,0,,,,,Y
1722,"Dickerson, Michael",Michael Dickerson,0,1998,2002,michael_dickerson,0,,,,,Y
76564,"Dickey, Derrek",Derrek Dickey,0,1973,1977,HISTADD_derrek_dickey,0,,,,,Y
101143,"Diener, Travis",Travis Diener,0,2005,2009,travis_diener,0,,,,,Y
203476,"Dieng, Gorgui",Gorgui Dieng,1,2013,2017,gorgui_dieng,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
76567,"Dietrick, Coby",Coby Dietrick,0,1976,1982,HISTADD_coby_dietrick,0,,,,,Y
76569,"Dillard, Mickey",Mickey Dillard,0,1981,1981,HISTADD_mickey_dillard,0,,,,,Y
76574,"Dinkins, Byron",Byron Dinkins,0,1989,1990,HISTADD_byron_dinkins,0,,,,,Y
203915,"Dinwiddie, Spencer",Spencer Dinwiddie,1,2014,2017,spencer_dinwiddie,1610612765,Detroit,Pistons,DET,pistons,Y
101113,"Diogu, Ike",Ike Diogu,0,2005,2011,ike_diogu,0,,,,,Y
2205,"Diop, DeSagana",DeSagana Diop,0,2001,2012,desagana_diop,0,,,,,Y
124,"Divac, Vlade",Vlade Divac,0,1989,2004,vlade_divac,0,,,,,Y
2413,"Dixon, Juan",Juan Dixon,0,2002,2008,juan_dixon,0,,,,,Y
1059,"Djordjevic, Aleksandar",Aleksandar Djordjevic,0,1996,1996,aleksandar_djordjevic,0,,,,,Y
1720,"Doleac, Michael",Michael Doleac,0,1998,2007,michael_doleac,0,,,,,Y
76583,"Donaldson, James",James Donaldson,0,1980,1994,HISTADD_james_donaldson,0,,,,,Y
76586,"Donovan, Billy",Billy Donovan,0,1987,1987,HISTADD_billy_donovan,0,,,,,Y
2039,"Dooling, Keyon",Keyon Dooling,0,2000,2012,keyon_dooling,0,,,,,Y
76587,"Dorsey, Jacky",Jacky Dorsey,0,1977,1980,HISTADD_jacky_dorsey,0,,,,,Y
201595,"Dorsey, Joey",Joey Dorsey,0,2008,2014,joey_dorsey,0,,,,,Y
1628416,"Dorsey, Tyler",Tyler Dorsey,0,2017,2017,tyler_dorsey,0,,,,,Y
1628422,"Dotson, Damyean",Damyean Dotson,0,2017,2017,damyean_dotson,0,,,,,Y
200763,"Douby, Quincy",Quincy Douby,0,2006,2008,quincy_douby,0,,,,,Y
76588,"Douglas, Bruce",Bruce Douglas,0,1986,1986,HISTADD_bruce_douglas,0,,,,,Y
76589,"Douglas, John",John Douglas,0,1981,1982,HISTADD_john_douglas,0,,,,,Y
76590,"Douglas, Leon",Leon Douglas,0,1976,1982,HISTADD_leon_douglas,0,,,,,Y
428,"Douglas, Sherman",Sherman Douglas,0,1989,2000,sherman_douglas,0,,,,,Y
201962,"Douglas, Toney",Toney Douglas,1,2009,2016,toney_douglas,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
201604,"Douglas-Roberts, Chris",Chris Douglas-Roberts,0,2008,2014,chris_douglas-roberts,0,,,,,Y
202220,"Dowdell, Zabian",Zabian Dowdell,0,2010,2010,zabian_dowdell,0,,,,,Y
1628495,"Doyle, Milton",Milton Doyle,0,2017,2017,milton_doyle,0,,,,,Y
1628408,"Dozier, PJ",PJ Dozier,0,2017,2017,pj_dozier,0,,,,,Y
76596,"Dozier, Terry",Terry Dozier,0,1989,1989,HISTADD_terry_dozier,0,,,,,Y
201609,"Dragic, Goran",Goran Dragic,1,2008,2017,goran_dragic,1610612748,Miami,Heat,MIA,heat,Y
204054,"Dragic, Zoran",Zoran Dragic,0,2014,2014,zoran_dragic,0,,,,,Y
1068,"Dreiling, Greg",Greg Dreiling,0,1986,1996,greg_dreiling,0,,,,,Y
1724,"Drew, Bryce",Bryce Drew,0,1998,2003,bryce_drew,0,,,,,Y
76598,"Drew, John",John Drew,0,1974,1984,HISTADD_john_drew,0,,,,,Y
76599,"Drew, Larry",Larry Drew,0,1980,1990,HISTADD_larry_drew,0,,,,,Y
203580,"Drew II, Larry",Larry Drew II,0,2014,2017,larry_drew ii,0,,,,,Y
17,"Drexler, Clyde",Clyde Drexler,0,1983,1997,clyde_drexler,0,,,,,Y
1041,"Driggers, Nate",Nate Driggers,0,1996,1996,nate_driggers,0,,,,,Y
1542,"Drobnjak, Predrag",Predrag Drobnjak,0,2001,2004,predrag_drobnjak,0,,,,,Y
76604,"Drollinger, Ralph",Ralph Drollinger,0,1980,1980,HISTADD_ralph_drollinger,0,,,,,Y
203083,"Drummond, Andre",Andre Drummond,1,2012,2017,andre_drummond,1610612765,Detroit,Pistons,DET,pistons,Y
404,"Duckworth, Kevin",Kevin Duckworth,0,1986,1996,kevin_duckworth,0,,,,,Y
76607,"Dudley, Charles",Charles Dudley,0,1972,1978,HISTADD_grasshopper_dudley,0,,,,,Y
201,"Dudley, Chris",Chris Dudley,0,1987,2002,chris_dudley,0,,,,,Y
201162,"Dudley, Jared",Jared Dudley,1,2007,2017,jared_dudley,1610612764,Washington,Wizards,WAS,wizards,Y
76608,"Duerod, Terry",Terry Duerod,0,1979,1982,HISTADD_terry_duerod,0,,,,,Y
2768,"Duhon, Chris",Chris Duhon,0,2004,2012,chris_duhon,0,,,,,Y
1626251,"Dukan, Duje",Duje Dukan,1,2015,2015,duje_dukan,1610612758,Sacramento,Kings,SAC,kings,Y
247,"Dumars, Joe",Joe Dumars,0,1985,1998,joe_dumars,0,,,,,Y
30,"Dumas, Richard",Richard Dumas,0,1992,1995,richard_dumas,0,,,,,Y
434,"Dumas, Tony",Tony Dumas,0,1994,1997,tony_dumas,0,,,,,Y
1495,"Duncan, Tim",Tim Duncan,1,1997,2015,tim_duncan,1610612759,San Antonio,Spurs,SAS,spurs,Y
2399,"Dunleavy, Mike",Mike Dunleavy,1,2002,2016,mike_dunleavy,1610612741,Chicago,Bulls,CHI,bulls,Y
76616,"Dunleavy, Mike",Mike Dunleavy,0,1976,1989,HISTADD_mike_dunleavy_sr,0,,,,,Y
1627739,"Dunn, Kris",Kris Dunn,0,2016,2017,kris_dunn,0,,,,,Y
76618,"Dunn, T.R.",T.R. Dunn,0,1977,1990,HISTADD_tr_dunn,0,,,,,Y
2648,"Dupree, Ronald",Ronald Dupree,0,2003,2010,ronald_dupree,0,,,,,Y
201142,"Durant, Kevin",Kevin Durant,1,2007,2017,kevin_durant,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
76619,"Duren, John",John Duren,0,1980,1982,HISTADD_john_duren,0,,,,,Y
1090,"Durham, Pat",Pat Durham,0,1992,1994,pat_durham,0,,,,,Y
76621,"Durrant, Devin",Devin Durrant,0,1984,1985,HISTADD_devin_durrant,0,,,,,Y
76625,"Dykema, Craig",Craig Dykema,0,1981,1981,HISTADD_craig_dykema,0,,,,,Y
202406,"Dyson, Jerome",Jerome Dyson,0,2011,2011,jerome_dyson,0,,,,,Y
289,"Eackles, Ledell",Ledell Eackles,0,1988,1997,ledell_eackles,0,,,,,Y
76628,"Eakins, Jim",Jim Eakins,0,1976,1977,HISTADD_jimbo_eakins,0,,,,,Y
768,"Earl, Acie",Acie Earl,0,1993,1996,acie_earl,0,,,,,Y
203921,"Early, Cleanthony",Cleanthony Early,1,2014,2015,cleanthony_early,1610612752,New York,Knicks,NYK,knicks,Y
76631,"Eaton, Mark",Mark Eaton,0,1982,1992,HISTADD_mark_eaton,0,,,,,Y
76632,"Eaves, Jerry",Jerry Eaves,0,1982,1986,HISTADD_jerry_eaves,0,,,,,Y
202365,"Ebanks, Devin",Devin Ebanks,0,2010,2012,devin_ebanks,0,,,,,Y
76634,"Eberhard, Al",Al Eberhard,0,1974,1977,HISTADD_al_eberhard,0,,,,,Y
2569,"Ebi, Ndudi",Ndudi Ebi,0,2003,2004,ndudi_ebi,0,,,,,Y
204067,"Eddie, Jarell",Jarell Eddie,1,2015,2017,jarell_eddie,1610612764,Washington,Wizards,WAS,wizards,Y
76635,"Eddie, Patrick",Patrick Eddie,0,1991,1991,HISTADD_patrick_eddie,0,,,,,Y
76637,"Edelin, Kent",Kent Edelin,0,1984,1984,HISTADD_kent_edelin,0,,,,,Y
76638,"Edmonson, Keith",Keith Edmonson,0,1982,1983,HISTADD_keith_edmonson,0,,,,,Y
721,"Edney, Tyus",Tyus Edney,0,1995,2000,tyus_edney,0,,,,,Y
76646,"Edwards, Bill",Bill Edwards,0,1993,1993,HISTADD_bill_edwards,0,,,,,Y
898,"Edwards, Blue",Blue Edwards,0,1989,1998,blue_edwards,0,,,,,Y
2451,"Edwards, Corsley",Corsley Edwards,0,2002,2004,corsley_edwards,0,,,,,Y
346,"Edwards, Doug",Doug Edwards,0,1993,1995,doug_edwards,0,,,,,Y
76641,"Edwards, Franklin",Franklin Edwards,0,1981,1987,HISTADD_franklin_edwards,0,,,,,Y
229,"Edwards, James",James Edwards,0,1977,1995,james_edwards,0,,,,,Y
76643,"Edwards, Jay",Jay Edwards,0,1989,1989,HISTADD_jay_edwards,0,,,,,Y
2823,"Edwards, John",John Edwards,0,2004,2005,john_edwards,0,,,,,Y
236,"Edwards, Kevin",Kevin Edwards,0,1988,2000,kevin_edwards,0,,,,,Y
202197,"Edwards, Shane",Shane Edwards,0,2013,2013,shane_edwards,0,,,,,Y
378,"Ehlo, Craig",Craig Ehlo,0,1983,1996,craig_ehlo,0,,,,,Y
458,"Eisley, Howard",Howard Eisley,0,1994,2005,howard_eisley,0,,,,,Y
1918,"Ekezie, Obinna",Obinna Ekezie,0,1999,2004,obinna_ekezie,0,,,,,Y
2064,"El-Amin, Khalid",Khalid El-Amin,0,2000,2002,khalid_el-amin,0,,,,,Y
53,"Elie, Mario",Mario Elie,0,1990,2000,mario_elie,0,,,,,Y
1627740,"Ellenson, Henry",Henry Ellenson,0,2016,2017,henry_ellenson,0,,,,,Y
201961,"Ellington, Wayne",Wayne Ellington,1,2009,2017,wayne_ellington,1610612751,Brooklyn,Nets,BKN,nets,Y
76656,"Elliott, Bob",Bob Elliott,0,1978,1980,HISTADD_bob_elliott,0,,,,,Y
251,"Elliott, Sean",Sean Elliott,0,1989,2000,sean_elliott,0,,,,,Y
76664,"Ellis, Bo",Bo Ellis,0,1977,1979,HISTADD_bo_ellis,0,,,,,Y
107,"Ellis, Dale",Dale Ellis,0,1983,1999,dale_ellis,0,,,,,Y
1677,"Ellis, Harold",Harold Ellis,0,1993,1997,harold_ellis,0,,,,,Y
111,"Ellis, LaPhonso",LaPhonso Ellis,0,1992,2002,laphonso_ellis,0,,,,,Y
1034,"Ellis, LeRon",LeRon Ellis,0,1991,1995,leron_ellis,0,,,,,Y
101145,"Ellis, Monta",Monta Ellis,1,2005,2016,monta_ellis,1610612754,Indiana,Pacers,IND,pacers,Y
442,"Ellison, Pervis",Pervis Ellison,0,1989,2000,pervis_ellison,0,,,,,Y
600010,"Elmore, Len",Len Elmore,0,1976,1983,HISTADD_len_elmore,0,,,,,Y
1922,"Elson, Francisco",Francisco Elson,0,2003,2011,francisco_elson,0,,,,,Y
76667,"Elston, Darrell",Darrell Elston,0,1976,1976,HISTADD_darrell_elston,0,,,,,Y
2408,"Ely, Melvin",Melvin Ely,0,2002,2013,melvin_ely,0,,,,,Y
203954,"Embiid, Joel",Joel Embiid,1,2014,2017,joel_embiid,1610612755,Philadelphia,76ers,PHI,sixers,Y
2765,"Emmett, Andre",Andre Emmett,0,2004,2011,andre_emmett,0,,,,,Y
76670,"Engler, Chris",Chris Engler,0,1982,1987,HISTADD_chris_engler,0,,,,,Y
76671,"Englestad, Wayne",Wayne Englestad,0,1988,1988,HISTADD_wayne_englestad,0,,,,,Y
76672,"English, A.J.",A.J. English,0,1990,1991,HISTADD_aj_english,0,,,,,Y
76673,"English, Alex",Alex English,0,1976,1990,HISTADD_alex_english,0,,,,,Y
76676,"English, Jojo",Jojo English,0,1992,1994,HISTADD_jo_jo_english,0,,,,,Y
203119,"English, Kim",Kim English,0,2012,2012,kim_english,0,,,,,Y
203898,"Ennis, Tyler",Tyler Ennis,1,2014,2017,tyler_ennis,1610612749,Milwaukee,Bucks,MIL,bucks,Y
203516,"Ennis III, James",James Ennis III,1,2014,2017,james_ennis iii,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
76678,"Epps, Ray",Ray Epps,0,1978,1978,HISTADD_ray_epps,0,,,,,Y
201623,"Erden, Semih",Semih Erden,0,2010,2011,semih_erden,0,,,,,Y
76680,"Erickson, Keith",Keith Erickson,0,1965,1976,HISTADD_keith_erickson,0,,,,,Y
76681,"Erving, Julius",Julius Erving,0,1976,1986,HISTADD_julius_erving,0,,,,,Y
1915,"Eschmeyer, Evan",Evan Eschmeyer,0,1999,2003,evan_eschmeyer,0,,,,,Y
76683,"Esposito, Vincenzo",Vincenzo Esposito,0,1995,1995,HISTADD_vincenzo_esposito,0,,,,,Y
967,"Evans, Brian",Brian Evans,0,1996,1998,brian_evans,0,,,,,Y
76685,"Evans, Earl",Earl Evans,0,1979,1979,HISTADD_earl_evans,0,,,,,Y
1628393,"Evans, Jawun",Jawun Evans,0,2017,2017,jawun_evans,0,,,,,Y
202379,"Evans, Jeremy",Jeremy Evans,1,2010,2017,jeremy_evans,1610612742,Dallas,Mavericks,DAL,mavericks,Y
2230,"Evans, Maurice",Maurice Evans,0,2001,2011,maurice_evans,0,,,,,Y
76686,"Evans, Mike",Mike Evans,0,1979,1987,HISTADD_mike_evans,0,,,,,Y
2501,"Evans, Reggie",Reggie Evans,0,2002,2014,reggie_evans,0,,,,,Y
201936,"Evans, Tyreke",Tyreke Evans,1,2009,2017,tyreke_evans,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
101137,"Ewing, Daniel",Daniel Ewing,0,2005,2006,daniel_ewing,0,,,,,Y
121,"Ewing, Patrick",Patrick Ewing,0,1985,2001,patrick_ewing,0,,,,,Y
201607,"Ewing, Patrick",Patrick Ewing,0,2010,2010,patrick_ewing,0,,,,,Y
203957,"Exum, Dante",Dante Exum,1,2014,2017,dante_exum,1610612762,Utah,Jazz,UTA,jazz,Y
201963,"Eyenga, Christian",Christian Eyenga,0,2010,2011,christian_eyenga,0,,,,,Y
203105,"Ezeli, Festus",Festus Ezeli,1,2012,2016,festus_ezeli,1610612744,Golden State,Warriors,GSW,warriors,Y
202702,"Faried, Kenneth",Kenneth Faried,1,2011,2017,kenneth_faried,1610612743,Denver,Nuggets,DEN,nuggets,Y
200770,"Farmar, Jordan",Jordan Farmar,1,2006,2016,jordan_farmar,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
2824,"Farmer, Desmon",Desmon Farmer,0,2006,2008,desmon_farmer,0,,,,,Y
76695,"Farmer, Jim",Jim Farmer,0,1987,1993,HISTADD_jim_farmer,0,,,,,Y
1108,"Farmer, Tony",Tony Farmer,0,1997,1999,tony_farmer,0,,,,,Y
203543,"Faverani, Vitor",Vitor Faverani,0,2013,2013,vitor_faverani,0,,,,,Y
202324,"Favors, Derrick",Derrick Favors,1,2010,2017,derrick_favors,1610612762,Utah,Jazz,UTA,jazz,Y
201174,"Fazekas, Nick",Nick Fazekas,0,2007,2007,nick_fazekas,0,,,,,Y
76699,"Feher, Butch",Butch Feher,0,1976,1976,HISTADD_butch_feher,0,,,,,Y
994,"Feick, Jamie",Jamie Feick,0,1996,2002,jamie_feick,0,,,,,Y
76703,"Feitl, Dave",Dave Feitl,0,1986,1991,HISTADD_dave_feitl,0,,,,,Y
1627770,"Felder, Kay",Kay Felder,0,2016,2017,kay_felder,0,,,,,Y
1626245,"Felicio, Cristiano",Cristiano Felicio,1,2015,2017,cristiano_felicio,1610612741,Chicago,Bulls,CHI,bulls,Y
203467,"Felix, Carrick",Carrick Felix,0,2013,2013,carrick_felix,0,,,,,Y
101230,"Felix, Noel",Noel Felix,0,2005,2005,noel_felix,0,,,,,Y
101109,"Felton, Raymond",Raymond Felton,1,2005,2017,raymond_felton,1610612742,Dallas,Mavericks,DAL,mavericks,Y
2724,"Ferguson, Desmond",Desmond Ferguson,0,2003,2003,desmond_ferguson,0,,,,,Y
1628390,"Ferguson, Terrance",Terrance Ferguson,0,2017,2017,terrance_ferguson,0,,,,,Y
201164,"Fernandez, Rudy",Rudy Fernandez,0,2008,2011,rudy_fernandez,0,,,,,Y
76707,"Fernsten, Eric",Eric Fernsten,0,1975,1983,HISTADD_eric_fernsten,0,,,,,Y
76709,"Ferreira, Rolando",Rolando Ferreira,0,1988,1988,HISTADD_rolando_ferreira,0,,,,,Y
273,"Ferrell, Duane",Duane Ferrell,0,1988,1998,duane_ferrell,0,,,,,Y
1627812,"Ferrell, Yogi",Yogi Ferrell,0,2016,2017,yogi_ferrell,0,,,,,Y
198,"Ferry, Danny",Danny Ferry,0,1990,2002,danny_ferry,0,,,,,Y
201178,"Fesenko, Kyrylo",Kyrylo Fesenko,0,2007,2011,kyrylo_fesenko,0,,,,,Y
76713,"Fields, Kenny",Kenny Fields,0,1984,1987,HISTADD_kenny_fields,0,,,,,Y
202361,"Fields, Landry",Landry Fields,0,2010,2014,landry_fields,0,,,,,Y
714,"Finley, Michael",Michael Finley,0,1995,2009,michael_finley,0,,,,,Y
1627827,"Finney-Smith, Dorian",Dorian Finney-Smith,0,2016,2017,dorian_finney-smith,0,,,,,Y
900,"Fish, Matt",Matt Fish,0,1994,1996,matt_fish,0,,,,,Y
965,"Fisher, Derek",Derek Fisher,0,1996,2013,derek_fisher,0,,,,,Y
2809,"Fitch, Gerald",Gerald Fitch,0,2005,2005,gerald_fitch,0,,,,,Y
2033,"Fizer, Marcus",Marcus Fizer,0,2000,2005,marcus_fizer,0,,,,,Y
76722,"Fleming, Al",Al Fleming,0,1977,1977,HISTADD_al_fleming,0,,,,,Y
313,"Fleming, Vern",Vern Fleming,0,1984,1995,vern_fleming,0,,,,,Y
2784,"Flores, Luis",Luis Flores,0,2004,2004,luis_flores,0,,,,,Y
76725,"Flowers, Bruce",Bruce Flowers,0,1982,1982,HISTADD_bruce_flowers,0,,,,,Y
76726,"Floyd, Sleepy",Sleepy Floyd,0,1982,1994,HISTADD_sleepy_floyd,0,,,,,Y
201938,"Flynn, Jonny",Jonny Flynn,0,2009,2011,jonny_flynn,0,,,,,Y
76727,"Flynn, Mike",Mike Flynn,0,1976,1977,HISTADD_mike_flynn,0,,,,,Y
1829,"Fontaine, Ike",Ike Fontaine,0,2001,2001,ike_fontaine,0,,,,,Y
202880,"Foote, Jeff",Jeff Foote,0,2011,2011,jeff_foote,0,,,,,Y
1627854,"Forbes, Bryn",Bryn Forbes,0,2016,2017,bryn_forbes,0,,,,,Y
201814,"Forbes, Gary",Gary Forbes,0,2010,2011,gary_forbes,0,,,,,Y
76732,"Ford, Alphonso",Alphonso Ford,0,1993,1994,HISTADD_alphonso_ford,0,,,,,Y
2228,"Ford, Alton",Alton Ford,0,2001,2003,alton_ford,0,,,,,Y
76733,"Ford, Chris",Chris Ford,0,1972,1981,HISTADD_chris_ford,0,,,,,Y
76734,"Ford, Don",Don Ford,0,1975,1981,HISTADD_don_ford,0,,,,,Y
76736,"Ford, Phil",Phil Ford,0,1978,1984,HISTADD_phil_ford,0,,,,,Y
101213,"Ford, Sharrod",Sharrod Ford,0,2005,2005,sharrod_ford,0,,,,,Y
726,"Ford, Sherell",Sherell Ford,0,1995,1995,sherell_ford,0,,,,,Y
2551,"Ford, T.J.",T.J. Ford,0,2003,2011,t.j._ford,0,,,,,Y
76739,"Forrest, Bayard",Bayard Forrest,0,1977,1978,HISTADD_bayard_forrest,0,,,,,Y
2218,"Forte, Joseph",Joseph Forte,0,2001,2002,joseph_forte,0,,,,,Y
202622,"Fortson, Courtney",Courtney Fortson,0,2011,2011,courtney_fortson,0,,,,,Y
1504,"Fortson, Danny",Danny Fortson,0,1997,2006,danny_fortson,0,,,,,Y
76740,"Foster, Fred",Fred Foster,0,1968,1976,HISTADD_fred_foster,0,,,,,Y
323,"Foster, Greg",Greg Foster,0,1990,2002,greg_foster,0,,,,,Y
1902,"Foster, Jeff",Jeff Foster,0,1999,2011,jeff_foster,0,,,,,Y
76742,"Foster, Rod",Rod Foster,0,1983,1985,HISTADD_rod_foster,0,,,,,Y
2238,"Fotsis, Antonis",Antonis Fotsis,0,2001,2001,antonis_fotsis,0,,,,,Y
203095,"Fournier, Evan",Evan Fournier,1,2012,2017,evan_fournier,1610612753,Orlando,Magic,ORL,magic,Y
1762,"Fowlkes, Tremaine",Tremaine Fowlkes,0,2001,2004,tremaine_fowlkes,0,,,,,Y
1628368,"Fox, De'Aaron",De'Aaron Fox,0,2017,2017,de'aaron_fox,0,,,,,Y
76747,"Fox, Jim",Jim Fox,0,1967,1976,HISTADD_jim_fox,0,,,,,Y
296,"Fox, Rick",Rick Fox,0,1991,2003,rick_fox,0,,,,,Y
200751,"Foye, Randy",Randy Foye,1,2006,2016,randy_foye,1610612760,Oklahoma City,Thunder,OKC,thunder,Y
1502,"Foyle, Adonal",Adonal Foyle,0,1997,2009,adonal_foyle,0,,,,,Y
2499,"Frahm, Richie",Richie Frahm,0,2002,2007,richie_frahm,0,,,,,Y
1883,"Francis, Steve",Steve Francis,0,1999,2007,steve_francis,0,,,,,Y
76748,"Frank, Tellis",Tellis Frank,0,1987,1993,HISTADD_tellis_frank,0,,,,,Y
203479,"Franklin, Jamaal",Jamaal Franklin,0,2013,2014,jamaal_franklin,0,,,,,Y
204025,"Frazier, Tim",Tim Frazier,1,2014,2017,tim_frazier,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
76750,"Frazier, Walt",Walt Frazier,0,1967,1979,HISTADD_walt_frazier,0,,,,,Y
76752,"Frederick, Anthony",Anthony Frederick,0,1988,1991,HISTADD_anthony_frederick,0,,,,,Y
202690,"Fredette, Jimmer",Jimmer Fredette,0,2011,2015,jimmer_fredette,0,,,,,Y
76753,"Free, World",World Free,0,1975,1987,HISTADD_world_b_free,0,,,,,Y
200777,"Freeland, Joel",Joel Freeland,0,2012,2014,joel_freeland,0,,,,,Y
2782,"Freije, Matt",Matt Freije,0,2004,2006,matt_freije,0,,,,,Y
101112,"Frye, Channing",Channing Frye,1,2005,2017,channing_frye,1610612739,Cleveland,Cavaliers,CLE,cavaliers,Y
2673,"Fuller, Hiram",Hiram Fuller,0,2003,2003,hiram_fuller,0,,,,,Y
957,"Fuller, Todd",Todd Fuller,0,1996,2000,todd_fuller,0,,,,,Y
76765,"Fuller, Tony",Tony Fuller,0,1980,1980,HISTADD_tony_fuller,0,,,,,Y
1628365,"Fultz, Markelle",Markelle Fultz,0,2017,2017,markelle_fultz,0,,,,,Y
1444,"Funderburke, Lawrence",Lawrence Funderburke,0,1997,2004,lawrence_funderburke,0,,,,,Y
76767,"Furlow, Terry",Terry Furlow,0,1976,1979,HISTADD_terry_furlow,0,,,,,Y
2429,"Gadzuric, Dan",Dan Gadzuric,0,2002,2011,dan_gadzuric,0,,,,,Y
202070,"Gaffney, Tony",Tony Gaffney,0,2009,2009,tony_gaffney,0,,,,,Y
101184,"Gai, Deng",Deng Gai,0,2005,2005,deng_gai,0,,,,,Y
76770,"Gaines, Corey",Corey Gaines,0,1988,1994,HISTADD_corey_gaines,0,,,,,Y
2558,"Gaines, Reece",Reece Gaines,0,2003,2005,reece_gaines,0,,,,,Y
202178,"Gaines, Sundiata",Sundiata Gaines,0,2009,2011,sundiata_gaines,0,,,,,Y
76771,"Gale, Mike",Mike Gale,0,1976,1981,HISTADD_mike_gale,0,,,,,Y
76772,"Gallagher, Chad",Chad Gallagher,0,1993,1993,HISTADD_chad_gallagher,0,,,,,Y
201568,"Gallinari, Danilo",Danilo Gallinari,1,2008,2017,danilo_gallinari,1610612743,Denver,Nuggets,DEN,nuggets,Y
204038,"Galloway, Langston",Langston Galloway,1,2014,2017,langston_galloway,1610612752,New York,Knicks,NYK,knicks,Y
333,"Gamble, Kevin",Kevin Gamble,0,1987,1996,kevin_gamble,0,,,,,Y
200816,"Garbajosa, Jorge",Jorge Garbajosa,0,2006,2007,jorge_garbajosa,0,,,,,Y
2092,"Garces, Ruben",Ruben Garces,0,2000,2000,ruben_garces,0,,,,,Y
2682,"Garcia, Alex",Alex Garcia,0,2003,2004,alex_garcia,0,,,,,Y
101128,"Garcia, Francisco",Francisco Garcia,0,2005,2014,francisco_garcia,0,,,,,Y
201242,"Gardner, Thomas",Thomas Gardner,0,2007,2008,thomas_gardner,0,,,,,Y
1627868,"Garino, Patricio",Patricio Garino,0,2016,2016,patricio_garino,0,,,,,Y
76781,"Garland, Gary",Gary Garland,0,1979,1979,HISTADD_gary_garland,0,,,,,Y
76782,"Garland, Winston",Winston Garland,0,1987,1994,HISTADD_winston_garland,0,,,,,Y
1612,"Garner, Chris",Chris Garner,0,1997,2000,chris_garner,0,,,,,Y
76785,"Garnett, Bill",Bill Garnett,0,1982,1985,HISTADD_bill_garnett,0,,,,,Y
708,"Garnett, Kevin",Kevin Garnett,1,1995,2015,kevin_garnett,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
1831,"Garnett, Marlon",Marlon Garnett,0,1998,1998,marlon_garnett,0,,,,,Y
76786,"Garrett, Calvin",Calvin Garrett,0,1980,1983,HISTADD_calvin_garrett,0,,,,,Y
1051,"Garrett, Dean",Dean Garrett,0,1996,2001,dean_garrett,0,,,,,Y
203197,"Garrett, Diante",Diante Garrett,0,2012,2013,diante_garrett,0,,,,,Y
76789,"Garrett, Rowland",Rowland Garrett,0,1972,1976,HISTADD_rowland_garrett,0,,,,,Y
76790,"Garrick, Tom",Tom Garrick,0,1988,1991,HISTADD_tom_garrick,0,,,,,Y
76791,"Garris, John",John Garris,0,1983,1983,HISTADD_john_garris,0,,,,,Y
1619,"Garris, Kiwane",Kiwane Garris,0,1997,2002,kiwane_garris,0,,,,,Y
1727,"Garrity, Pat",Pat Garrity,0,1998,2007,pat_garrity,0,,,,,Y
201188,"Gasol, Marc",Marc Gasol,1,2008,2017,marc_gasol,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
2200,"Gasol, Pau",Pau Gasol,1,2001,2017,pau_gasol,1610612741,Chicago,Bulls,CHI,bulls,Y
423,"Gatling, Chris",Chris Gatling,0,1991,2001,chris_gatling,0,,,,,Y
930,"Gattison, Kenny",Kenny Gattison,0,1986,1995,kenny_gattison,0,,,,,Y
200752,"Gay, Rudy",Rudy Gay,1,2006,2017,rudy_gay,1610612758,Sacramento,Kings,SAC,kings,Y
1845,"Gaze, Andrew",Andrew Gaze,0,1993,1998,andrew_gaze,0,,,,,Y
1627771,"Gbinije, Michael",Michael Gbinije,0,2016,2016,michael_gbinije,0,,,,,Y
1002,"Geary, Reggie",Reggie Geary,0,1996,1997,reggie_geary,0,,,,,Y
202087,"Gee, Alonzo",Alonzo Gee,1,2009,2016,alonzo_gee,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
761,"Geiger, Matt",Matt Geiger,0,1992,2001,matt_geiger,0,,,,,Y
101153,"Gelabale, Mickael",Mickael Gelabale,0,2006,2012,mickael_gelabale,0,,,,,Y
1904,"George, Devean",Devean George,0,1999,2009,devean_george,0,,,,,Y
202331,"George, Paul",Paul George,1,2010,2017,paul_george,1610612754,Indiana,Pacers,IND,pacers,Y
76801,"George, Tate",Tate George,0,1990,1994,HISTADD_tate_george,0,,,,,Y
1627875,"Georges-Hunt, Marcus",Marcus Georges-Hunt,0,2016,2017,marcus_georges-hunt,0,,,,,Y
76802,"Gerard, Gus",Gus Gerard,0,1976,1980,HISTADD_gus_gerard,0,,,,,Y
76803,"Gervin, Derrick",Derrick Gervin,0,1989,1990,HISTADD_derrick_gervin,0,,,,,Y
