name,link,year_from,year_to,college,active
Antonio Anderson,/players/a/anderan02.html,2010,2010,University of Memphis,false
Derek Anderson,/players/a/anderde01.html,1998,2008,"Ohio State University, University of Kentucky",false
Dwight Anderson,/players/a/anderdw01.html,1983,1983,"University of Kentucky, University of Southern California",false
Eric Anderson,/players/a/anderer01.html,1993,1994,Indiana University,false
Greg Anderson,/players/a/andergr01.html,1988,1998,University of Houston,false
J.J. Anderson,/players/a/anderjj01.html,1983,1985,Bradley University,false
James Anderson,/players/a/anderja01.html,2011,2016,Oklahoma State University,false
Jerome Anderson,/players/a/anderje01.html,1976,1977,West Virginia University,false
Justin Anderson,/players/a/anderju01.html,2016,2018,University of Virginia,true
Kenny Anderson,/players/a/anderke01.html,1992,2005,Georgia Institute of Technology,false
Kim Anderson,/players/a/anderki01.html,1979,1979,University of Missouri,false
Kyle Anderson,/players/a/anderky01.html,2015,2018,"University of California, Los Angeles",true
Michael Anderson,/players/a/andermi01.html,1989,1989,Drexel University,false
Nick Anderson,/players/a/anderni01.html,1990,2002,University of Illinois at Urbana-Champaign,false
Richard Anderson,/players/a/anderri01.html,1983,1990,"University of California, Santa Barbara",false
Ron Anderson,/players/a/anderro01.html,1985,1994,"California State University, Fresno",false
Ryan Anderson,/players/a/anderry01.html,2009,2018,University of California,true
Shandon Anderson,/players/a/andersh01.html,1997,2006,University of Georgia,false
Willie Anderson,/players/a/anderwi01.html,1989,1997,University of Georgia,false
Martynas Andriuskevicius,/players/a/andrima01.html,2006,2006,,false
Ike Anigbogu,/players/a/anigbik01.html,2018,2018,"University of California, Los Angeles",true
Michael Ansley,/players/a/anslemi01.html,1990,1992,University of Alabama,false
Chris Anstey,/players/a/anstech01.html,1998,2000,,false
Giannis Antetokounmpo,/players/a/antetgi01.html,2014,2018,,true
Thanasis Antetokounmpo,/players/a/antetth01.html,2016,2016,,false
Carmelo Anthony,/players/a/anthoca01.html,2004,2018,Syracuse University,true
Greg Anthony,/players/a/anthogr01.html,1992,2002,"University of Portland, University of Nevada, Las Vegas",false
Joel Anthony,/players/a/anthojo01.html,2008,2017,"University of Nevada, Las Vegas",false
Pero Antic,/players/a/anticpe01.html,2014,2015,,false
OG Anunoby,/players/a/anunoog01.html,2018,2018,Indiana University,true
Keith Appling,/players/a/applike01.html,2016,2016,Michigan State University,false
Rafael Araujo,/players/a/araujra01.html,2005,2007,Brigham Young University,false
Robert Archibald,/players/a/archiro01.html,2003,2004,University of Illinois at Urbana-Champaign,false
Tiny Archibald,/players/a/architi01.html,1971,1984,University of Texas at El Paso,false
Ryan Arcidiacono,/players/a/arcidry01.html,2018,2018,Villanova University,true
Jim Ard,/players/a/ardji01.html,1971,1978,University of Cincinnati,false
Gilbert Arenas,/players/a/arenagi01.html,2002,2012,University of Arizona,false
Trevor Ariza,/players/a/arizatr01.html,2005,2018,"University of California, Los Angeles",true
Joe Arlauckas,/players/a/arlaujo01.html,1988,1988,Niagara University,false
B.J. Armstrong,/players/a/armstbj01.html,1990,2000,University of Iowa,false
Brandon Armstrong,/players/a/armstbr01.html,2002,2004,Pepperdine University,false
Darrell Armstrong,/players/a/armstda01.html,1995,2008,Fayetteville State University,false
Hilton Armstrong,/players/a/armsthi01.html,2007,2014,University of Connecticut,false
Tate Armstrong,/players/a/armstta01.html,1978,1979,Duke University,false
Carlos Arroyo,/players/a/arroyca01.html,2002,2011,Florida International University,false
Darrell Arthur,/players/a/arthuda01.html,2009,2018,University of Kansas,true
Jamel Artis,/players/a/artisja01.html,2018,2018,University of Pittsburgh,true
Omer Asik,/players/a/asikom01.html,2011,2018,,true
Vincent Askew,/players/a/askewvi01.html,1988,1998,University of Memphis,false
Keith Askins,/players/a/askinke01.html,1991,1999,University of Alabama,false
Chucky Atkins,/players/a/atkinch01.html,2000,2010,University of South Florida,false
Stacey Augmon,/players/a/augmost01.html,1992,2006,"University of Nevada, Las Vegas",false
D.J. Augustin,/players/a/augusdj01.html,2009,2018,University of Texas at Austin,true
James Augustine,/players/a/augusja01.html,2007,2008,University of Illinois at Urbana-Champaign,false
Isaac Austin,/players/a/austiis01.html,1992,2002,Arizona State University,false
Ken Austin,/players/a/austike01.html,1984,1984,Rice University,false
Anthony Avent,/players/a/aventan01.html,1993,2000,Seton Hall University,false
Bird Averitt,/players/a/averibi01.html,1974,1978,Pepperdine University,false
William Avery,/players/a/averywi01.html,2000,2002,Duke University,false
Dennis Awtrey,/players/a/awtrede01.html,1971,1982,Santa Clara University,false
Gustavo Ayon,/players/a/ayongu01.html,2012,2014,,false
Jeff Ayres,/players/p/pendeje02.html,2010,2016,Arizona State University,false
Kelenna Azubuike,/players/a/azubuke01.html,2007,2012,University of Kentucky,false
Chris Babb,/players/b/babbch01.html,2014,2014,"Pennsylvania State University, Iowa State University",false
Luke Babbitt,/players/b/babbilu01.html,2011,2018,"University of Nevada, Reno",true
Milos Babic,/players/b/babicmi01.html,1991,1992,Tennessee Technological University,false
Dwayne Bacon,/players/b/bacondw01.html,2018,2018,Florida State University,true
Dalibor Bagaric,/players/b/bagarda01.html,2001,2003,,false
John Bagley,/players/b/baglejo01.html,1983,1994,Boston College,false
Carl Bailey,/players/b/baileca01.html,1982,1982,Tuskegee University,false
Gus Bailey,/players/b/bailegu01.html,1975,1980,University of Texas at El Paso,false
James Bailey,/players/b/baileja01.html,1980,1988,Rutgers University,false
Thurl Bailey,/players/b/baileth01.html,1984,1999,North Carolina State University,false
Toby Bailey,/players/b/baileto01.html,1999,2000,"University of California, Los Angeles",false
Cameron Bairstow,/players/b/bairsca01.html,2015,2016,University of New Mexico,false
LaMark Baker,/players/b/bakerla01.html,1999,1999,Ohio State University,false
Maurice Baker,/players/b/bakerma01.html,2005,2005,Oklahoma State University,false
Ron Baker,/players/b/bakerro01.html,2017,2018,Wichita State University,true
Vin Baker,/players/b/bakervi01.html,1994,2006,University of Hartford,false
Wade Baldwin,/players/b/baldwwa01.html,2017,2018,Vanderbilt University,true
Renaldo Balkman,/players/b/balkmre01.html,2007,2012,University of South Carolina,false
Cedric Ball,/players/b/ballce01.html,1991,1991,University of North Carolina at Charlotte,false
Lonzo Ball,/players/b/balllo01.html,2018,2018,"University of California, Los Angeles",true
Greg Ballard,/players/b/ballagr01.html,1978,1989,University of Oregon,false
Gene Banks,/players/b/banksge01.html,1982,1987,Duke University,false
Marcus Banks,/players/b/banksma01.html,2004,2011,"University of Nevada, Las Vegas",false
Ken Bannister,/players/b/bannike01.html,1985,1991,"Indiana State University, Saint Augustine's College",false
Mike Bantom,/players/b/bantomi01.html,1974,1982,Saint Joseph's University,false
Leandro Barbosa,/players/b/barbole01.html,2004,2017,,false
Steve Bardo,/players/b/bardost01.html,1992,1996,University of Illinois at Urbana-Champaign,false
J.J. Barea,/players/b/bareajo01.html,2007,2018,Northeastern University,true
Andrea Bargnani,/players/b/bargnan01.html,2007,2016,,false
Tom Barker,/players/b/barketo01.html,1977,1979,University of Hawaii,false
Charles Barkley,/players/b/barklch01.html,1985,2000,Auburn University,false
Erick Barkley,/players/b/barkler01.html,2001,2002,St. John's University,false
Harrison Barnes,/players/b/barneha02.html,2013,2018,University of North Carolina,true
Marvin Barnes,/players/b/barnema01.html,1975,1980,Providence College,false
Matt Barnes,/players/b/barnema02.html,2004,2017,"University of California, Los Angeles",false
Jim Barnett,/players/b/barneji02.html,1967,1977,University of Oregon,false
Norton Barnhill,/players/b/barnhno01.html,1977,1977,Washington State University,false
Mike Barr,/players/b/barrmi01.html,1973,1977,Duquesne University,false
Andre Barrett,/players/b/barrean01.html,2005,2008,Seton Hall University,false
Earl Barron,/players/b/barroea01.html,2006,2015,University of Memphis,false
Dana Barros,/players/b/barroda01.html,1990,2004,Boston College,false
Brent Barry,/players/b/barrybr01.html,1996,2009,Oregon State University,false
Drew Barry,/players/b/barrydr01.html,1998,2000,Georgia Institute of Technology,false
Jon Barry,/players/b/barryjo01.html,1993,2006,"University of the Pacific, Georgia Institute of Technology",false
Rick Barry,/players/b/barryri01.html,1966,1980,University of Miami,false
Will Barton,/players/b/bartowi01.html,2013,2018,University of Memphis,true
Eddie Basden,/players/b/basdeed01.html,2006,2006,University of North Carolina at Charlotte,false
Brandon Bass,/players/b/bassbr01.html,2006,2017,Louisiana State University,false
Tim Bassett,/players/b/basseti01.html,1974,1980,University of Georgia,false
Maceo Baston,/players/b/bastoma01.html,2003,2009,University of Michigan,false
Mengke Bateer,/players/b/bateeme01.html,2002,2004,,false
Billy Ray Bates,/players/b/batesbi01.html,1980,1983,Kentucky State University,false
Esteban Batista,/players/b/batises01.html,2006,2007,,false
Mike Batiste,/players/b/batismi01.html,2003,2003,Arizona State University,false
Tony Battie,/players/b/battito01.html,1998,2012,Texas Tech University,false
Shane Battier,/players/b/battish01.html,2002,2014,Duke University,false
John Battle,/players/b/battljo01.html,1986,1995,Rutgers University,false
Kenny Battle,/players/b/battlke01.html,1990,1993,"Northern Illinois University, University of Illinois at Urbana-Champaign",false
Dave Batton,/players/b/battoda01.html,1983,1984,University of Notre Dame,false
Nicolas Batum,/players/b/batumni01.html,2009,2018,,true
Lonny Baxter,/players/b/baxtelo01.html,2003,2006,University of Maryland,false
Jerryd Bayless,/players/b/bayleje01.html,2009,2018,University of Arizona,true
Aron Baynes,/players/b/baynear01.html,2013,2018,Washington State University,true
Sergei Bazarevich,/players/b/bazarse01.html,1995,1995,,false
Kent Bazemore,/players/b/bazemke01.html,2013,2018,Old Dominion University,true
Bradley Beal,/players/b/bealbr01.html,2013,2018,University of Florida,true
Butch Beard,/players/b/beardbu01.html,1970,1979,University of Louisville,false
Jerome Beasley,/players/b/beaslje01.html,2004,2004,"Midland College, University of North Dakota",false
Malik Beasley,/players/b/beaslma01.html,2017,2018,Florida State University,true
Michael Beasley,/players/b/beaslmi01.html,2009,2018,Kansas State University,true
Rodrigue Beaubois,/players/b/beaubro01.html,2010,2013,,false
Byron Beck,/players/b/beckby01.html,1968,1977,University of Denver,false
Corey Beck,/players/b/beckco01.html,1996,1999,"South Plains College, University of Arkansas",false
William Bedford,/players/b/bedfowi01.html,1987,1993,University of Memphis,false
Ron Behagen,/players/b/behagro01.html,1974,1980,University of Minnesota,false
Marco Belinelli,/players/b/belinma01.html,2008,2018,,true
Charlie Bell,/players/b/bellch01.html,2002,2011,Michigan State University,false
Jordan Bell,/players/b/belljo01.html,2018,2018,University of Oregon,true
Raja Bell,/players/b/bellra01.html,2001,2012,"Boston University, Florida International University",false
Troy Bell,/players/b/belltr01.html,2004,2004,Boston College,false
DeAndre' Bembry,/players/b/bembrde01.html,2017,2018,Saint Joseph's University,true
Dragan Bender,/players/b/bendedr01.html,2017,2018,,true
Jonathan Bender,/players/b/bendejo01.html,2000,2010,,false
Jerrelle Benimon,/players/b/benimje01.html,2015,2015,"Georgetown University, Towson University",false
Benoit Benjamin,/players/b/benjabe01.html,1986,2000,Creighton University,false
Corey Benjamin,/players/b/benjaco01.html,1999,2003,Oregon State University,false
Anthony Bennett,/players/b/bennean01.html,2014,2017,"University of Nevada, Las Vegas",true
Elmer Bennett,/players/b/benneel01.html,1995,1997,University of Notre Dame,false
Mario Bennett,/players/b/bennema01.html,1996,2000,Arizona State University,false
Mel Bennett,/players/b/benneme01.html,1976,1982,University of Pittsburgh,false
Tony Bennett,/players/b/benneto01.html,1993,1995,University of Wisconsin-Green Bay,false
Winston Bennett,/players/b/bennewi01.html,1990,1992,University of Kentucky,false
David Benoit,/players/b/benoida01.html,1992,2001,University of Alabama,false
Keith Benson,/players/b/bensoke02.html,2012,2012,Oakland University,false
Kent Benson,/players/b/bensoke01.html,1978,1988,Indiana University,false
Ben Bentil,/players/b/bentibe01.html,2017,2017,Providence College,true
Ricky Berry,/players/b/berryri01.html,1989,1989,"Oregon State University, San Jose State University",false
Walter Berry,/players/b/berrywa01.html,1987,1989,St. John's University,false
Davis Bertans,/players/b/bertada01.html,2017,2018,,true
Del Beshore,/players/b/beshode01.html,1979,1980,California University of Pennslyvania,false
Travis Best,/players/b/besttr01.html,1996,2005,Georgia Institute of Technology,false
Patrick Beverley,/players/b/beverpa01.html,2013,2018,University of Arkansas,true
Sim Bhullar,/players/b/bhullsi01.html,2015,2015,New Mexico State University,false
Henry Bibby,/players/b/bibbyhe01.html,1973,1981,"University of California, Los Angeles",false
Mike Bibby,/players/b/bibbymi01.html,1999,2012,University of Arizona,false
Andris Biedrins,/players/b/biedran01.html,2005,2014,,false
Bob Bigelow,/players/b/bigelbo01.html,1976,1979,University of Pennsylvania,false
Chauncey Billups,/players/b/billuch01.html,1998,2014,University of Colorado,false
Dave Bing,/players/b/bingda01.html,1967,1978,Syracuse University,false
Joe Binion,/players/b/biniojo01.html,1987,1987,North Carolina Agricultural and Technical State University,false
Khem Birch,/players/b/birchkh01.html,2018,2018,"University of Pittsburgh, University of Nevada, Las Vegas",true
Jabari Bird,/players/b/birdja01.html,2018,2018,University of California,true
Larry Bird,/players/b/birdla01.html,1980,1992,Indiana State University,false
Otis Birdsong,/players/b/birdsot01.html,1978,1989,University of Houston,false
Bismack Biyombo,/players/b/biyombi01.html,2012,2018,,true
Nemanja Bjelica,/players/b/bjeline01.html,2016,2018,,true
Uwe Blab,/players/b/blabuw01.html,1986,1990,Indiana University,false
Norman Black,/players/b/blackno01.html,1981,1981,Saint Joseph's University,false
Tarik Black,/players/b/blackta01.html,2015,2018,"University of Memphis, University of Kansas",true
Rolando Blackman,/players/b/blackro01.html,1982,1994,Kansas State University,false
Alex Blackwell,/players/b/blackal01.html,1993,1993,Monmouth University,false
Cory Blackwell,/players/b/blackco01.html,1985,1985,University of Wisconsin,false
James Blackwell,/players/b/blackja01.html,1995,1995,Dartmouth College,false
Nate Blackwell,/players/b/blackna01.html,1988,1988,Temple University,false
DeJuan Blair,/players/b/blairde01.html,2010,2016,University of Pittsburgh,false
Steve Blake,/players/b/blakest01.html,2004,2016,University of Maryland,false
Antonio Blakeney,/players/b/blakean01.html,2018,2018,Louisiana State University,true
Will Blalock,/players/b/blalowi01.html,2007,2007,Iowa State University,false
Lance Blanks,/players/b/blankla01.html,1991,1993,"University of Virginia, University of Texas at Austin",false
Ricky Blanton,/players/b/blantri01.html,1993,1993,Louisiana State University,false
Andray Blatche,/players/b/blatcan01.html,2006,2014,,false
Mookie Blaylock,/players/b/blaylmo01.html,1990,2002,"Midland College, University of Oklahoma",false
Eric Bledsoe,/players/b/bledser01.html,2011,2018,University of Kentucky,true
Corie Blount,/players/b/blounco01.html,1994,2004,University of Cincinnati,false
Mark Blount,/players/b/blounma01.html,2001,2009,University of Pittsburgh,false
Vander Blue,/players/b/blueva01.html,2014,2018,Marquette University,true
Ray Blume,/players/b/blumera01.html,1982,1982,Oregon State University,false
Tony Bobbitt,/players/b/bobbito01.html,2005,2005,University of Cincinnati,false
Tom Boerwinkle,/players/b/boerwto01.html,1969,1978,University of Tennessee,false
Keith Bogans,/players/b/boganke01.html,2004,2014,University of Kentucky,false
Bogdan Bogdanovic,/players/b/bogdabo01.html,2018,2018,,true
Bojan Bogdanovic,/players/b/bogdabo02.html,2015,2018,,true
Muggsy Bogues,/players/b/boguemu01.html,1988,2001,Wake Forest University,false
Andrew Bogut,/players/b/bogutan01.html,2006,2018,University of Utah,true
Etdrick Bohannon,/players/b/bohanet01.html,1998,2001,"University of Arizona, University of Tennessee, Auburn University at Montgomery",false
Manute Bol,/players/b/bolma01.html,1986,1995,University of Bridgeport,false
Joel Bolomboy,/players/b/bolomjo01.html,2017,2018,Weber State University,true
Phil Bond,/players/b/bondph01.html,1978,1978,University of Louisville,false
Walter Bond,/players/b/bondwa01.html,1993,1995,University of Minnesota,false
Dexter Boney,/players/b/boneyde01.html,1997,1997,"University of Nevada, Las Vegas",false
Anthony Bonner,/players/b/bonnean01.html,1991,1996,Saint Louis University,false
Matt Bonner,/players/b/bonnema01.html,2005,2016,University of Florida,false
Devin Booker,/players/b/bookede01.html,2016,2018,University of Kentucky,true
Melvin Booker,/players/b/bookeme01.html,1996,1997,University of Missouri,false
Trevor Booker,/players/b/booketr01.html,2011,2018,Clemson University,true
Josh Boone,/players/b/boonejo01.html,2007,2010,University of Connecticut,false
Ron Boone,/players/b/boonero01.html,1969,1981,Idaho State University,false
Calvin Booth,/players/b/boothca01.html,2000,2009,Pennsylvania State University,false
Keith Booth,/players/b/boothke01.html,1998,1999,University of Maryland,false
Carlos Boozer,/players/b/boozeca01.html,2003,2015,Duke University,false
Curtis Borchardt,/players/b/borchcu01.html,2004,2005,Stanford University,false
Lazaro Borrell,/players/b/borrela01.html,2000,2000,,false
Chris Bosh,/players/b/boshch01.html,2004,2016,Georgia Institute of Technology,false
Jim Bostic,/players/b/bostiji01.html,1978,1978,New Mexico State University,false
Lawrence Boston,/players/b/bostola01.html,1980,1980,University of Maryland,false
Tom Boswell,/players/b/bosweto01.html,1976,1984,"South Carolina State University, University of South Carolina",false
Chris Boucher,/players/b/bouchch01.html,2018,2018,University of Oregon,true
Ruben Boumtje-Boumtje,/players/b/boumtru01.html,2002,2004,Georgetown University,false
Cal Bowdler,/players/b/bowdlca01.html,2000,2002,Old Dominion University,false
Bruce Bowen,/players/b/bowenbr01.html,1997,2009,"California State University, Fullerton",false
Ryan Bowen,/players/b/bowenry01.html,2000,2010,University of Iowa,false
Anthony Bowie,/players/b/bowiean01.html,1989,1998,University of Oklahoma,false
Sam Bowie,/players/b/bowiesa01.html,1985,1995,University of Kentucky,false
Ira Bowman,/players/b/bowmair01.html,2000,2002,"Providence College, University of Pennsylvania",false
Donnie Boyce,/players/b/boycedo01.html,1996,1997,University of Colorado,false
Dennis Boyd,/players/b/boydde01.html,1979,1979,University of Detroit Mercy,false
Freddie Boyd,/players/b/boydfr01.html,1973,1978,Oregon State University,false
Earl Boykins,/players/b/boykiea01.html,1999,2012,Eastern Michigan University,false
Winford Boynes,/players/b/boynewi01.html,1979,1981,University of San Francisco,false
Cedric Bozeman,/players/b/bozemce01.html,2007,2007,"University of California, Los Angeles",false
Craig Brackins,/players/b/brackcr01.html,2011,2012,Iowa State University,false
Alex Bradley,/players/b/bradlal02.html,1982,1982,Villanova University,false
Alonzo Bradley,/players/b/bradlal01.html,1978,1980,Texas Southern University,false
Avery Bradley,/players/b/bradlav01.html,2011,2018,University of Texas at Austin,true
Bill Bradley,/players/b/bradlbi01.html,1968,1977,Princeton University,false
Charles Bradley,/players/b/bradlch01.html,1982,1984,University of Wyoming,false
Dudley Bradley,/players/b/bradldu01.html,1980,1989,University of North Carolina,false
Michael Bradley,/players/b/bradlmi01.html,2002,2006,"University of Kentucky, Villanova University",false
Shawn Bradley,/players/b/bradlsh01.html,1994,2005,Brigham Young University,false
Tony Bradley,/players/b/bradlto01.html,2018,2018,University of North Carolina,true
Mark Bradtke,/players/b/bradtma01.html,1997,1997,,false
Marques Bragg,/players/b/braggma01.html,1996,1996,Providence College,false
Torraye Braggs,/players/b/braggto01.html,2004,2005,Xavier University,false
A.J. Bramlett,/players/b/bramlaj01.html,2000,2000,University of Arizona,false
Adrian Branch,/players/b/brancad01.html,1987,1990,University of Maryland,false
Elton Brand,/players/b/brandel01.html,2000,2016,Duke University,false
Terrell Brandon,/players/b/brandte01.html,1992,2002,University of Oregon,false
Brad Branson,/players/b/bransbr01.html,1982,1983,Southern Methodist University,false
Mike Bratz,/players/b/bratzmi01.html,1978,1986,Stanford University,false
Tim Breaux,/players/b/breauti01.html,1995,1998,University of Wyoming,false
J.R. Bremer,/players/b/bremejr01.html,2003,2004,St. Bonaventure University,false
Randy Breuer,/players/b/breuera01.html,1984,1994,University of Minnesota,false
Corey Brewer,/players/b/breweco01.html,2008,2018,University of Florida,true
Jamison Brewer,/players/b/breweja01.html,2002,2005,Auburn University,false
Jim Brewer,/players/b/breweji01.html,1974,1982,University of Minnesota,false
Ron Brewer,/players/b/brewero01.html,1979,1986,University of Arkansas,false
Ronnie Brewer,/players/b/brewero02.html,2007,2014,University of Arkansas,false
Primoz Brezec,/players/b/brezepr01.html,2002,2010,,false
Frank Brickowski,/players/b/brickfr01.html,1985,1997,Pennsylvania State University,false
Junior Bridgeman,/players/b/bridgju01.html,1976,1987,University of Louisville,false
Allan Bristow,/players/b/bristal01.html,1974,1983,Virginia Polytechnic Institute and State University,false
Wayman Britt,/players/b/brittwa01.html,1978,1978,University of Michigan,false
Mike Brittain,/players/b/brittmi01.html,1986,1987,University of South Carolina,false
Dave Britton,/players/b/brittda01.html,1981,1981,Texas A&M University,false
Jon Brockman,/players/b/brockjo01.html,2010,2012,University of Washington,false
Jim Brogan,/players/b/brogaji01.html,1982,1983,West Virginia Wesleyan College,false
Malcolm Brogdon,/players/b/brogdma01.html,2017,2018,University of Virginia,true
Gary Brokaw,/players/b/brokaga01.html,1975,1978,University of Notre Dame,false
Aaron Brooks,/players/b/brookaa01.html,2008,2018,University of Oregon,true
Dillon Brooks,/players/b/brookdi01.html,2018,2018,University of Oregon,true
Kevin Brooks,/players/b/brookke01.html,1992,1994,University of Louisiana at Lafayette,false
MarShon Brooks,/players/b/brookma01.html,2012,2018,Providence College,true
Michael Brooks,/players/b/brookmi01.html,1981,1988,La Salle University,false
Scott Brooks,/players/b/brooksc01.html,1989,1998,"Texas Christian University, University of California, Irvine",false
Andre Brown,/players/b/brownan01.html,2007,2009,DePaul University,false
Anthony Brown,/players/b/brownan02.html,2016,2018,Stanford University,true
Bobby Brown,/players/b/brownbo02.html,2009,2018,"California State University, Fullerton",true
Chucky Brown,/players/b/brownch01.html,1990,2002,North Carolina State University,false
Damone Brown,/players/b/brownda02.html,2002,2005,Syracuse University,false
Dee Brown,/players/b/brownde01.html,1991,2002,Jacksonville University,false
Dee Brown,/players/b/brownde03.html,2007,2009,University of Illinois at Urbana-Champaign,false
Derrick Brown,/players/b/brownde04.html,2010,2012,Xavier University,false
Devin Brown,/players/b/brownde02.html,2003,2010,University of Texas at San Antonio,false
Ernest Brown,/players/b/browner01.html,2002,2002,Indian Hills Community College,false
Fred Brown,/players/b/brownfr01.html,1972,1984,University of Iowa,false
Gerald Brown,/players/b/brownge02.html,1999,1999,Pepperdine University,false
Jabari Brown,/players/b/brownja01.html,2015,2015,"University of Oregon, University of Missouri",false
Jaylen Brown,/players/b/brownja02.html,2017,2018,University of California,true
John Brown,/players/b/brownjo01.html,1974,1980,University of Missouri,false
Kedrick Brown,/players/b/brownke01.html,2002,2005,Okaloosa-Walton Community College,false
Kwame Brown,/players/b/brownkw01.html,2002,2013,,false
Lewis Brown,/players/b/brownle02.html,1981,1981,"University of Nevada, Las Vegas",false
Lorenzo Brown,/players/b/brownlo01.html,2014,2018,North Carolina State University,true
Marcus Brown,/players/b/brownma01.html,1997,2000,Murray State University,false
Markel Brown,/players/b/brownma02.html,2015,2018,Oklahoma State University,true
Mike Brown,/players/b/brownmi01.html,1987,1997,George Washington University,false
Myron Brown,/players/b/brownmy01.html,1992,1992,Slippery Rock University of Pennsylvania,false
P.J. Brown,/players/b/brownpj01.html,1994,2008,Louisiana Tech University,false
Randy Brown,/players/b/brownra02.html,1992,2003,"University of Houston, New Mexico State University",false
