name,link,year_from,year_to,college,active
Travis Hansen,/players/h/hansetr01.html,2004,2004,Brigham Young University,false
Reggie Hanson,/players/h/hansore01.html,1998,1998,University of Kentucky,false
Bill Hanzlik,/players/h/hanzlbi01.html,1981,1990,University of Notre Dame,false
Luke Harangody,/players/h/haranlu01.html,2011,2012,University of Notre Dame,false
Anfernee Hardaway,/players/h/hardaan01.html,1994,2008,University of Memphis,false
Tim Hardaway,/players/h/hardati01.html,1990,2003,University of Texas at El Paso,false
Tim Hardaway,/players/h/hardati02.html,2014,2017,University of Michigan,true
James Harden,/players/h/hardeja01.html,2010,2017,Arizona State University,true
Alan Hardy,/players/h/hardyal01.html,1981,1982,University of Michigan,false
James Hardy,/players/h/hardyja01.html,1979,1982,University of San Francisco,false
Maurice Harkless,/players/h/harklma01.html,2013,2017,St. John's University,true
Jerome Harmon,/players/h/harmoje01.html,1995,1995,University of Louisville,false
Derek Harper,/players/h/harpede01.html,1984,1999,University of Illinois at Urbana-Champaign,false
Justin Harper,/players/h/harpeju01.html,2012,2017,University of Richmond,true
Mike Harper,/players/h/harpemi01.html,1981,1982,North Park University,false
Ron Harper,/players/h/harpero01.html,1987,2001,Miami University,false
Matt Harpring,/players/h/harprma01.html,1999,2009,Georgia Institute of Technology,false
Montrezl Harrell,/players/h/harremo01.html,2016,2017,University of Louisville,true
Josh Harrellson,/players/h/harrejo01.html,2012,2014,University of Kentucky,true
Adam Harrington,/players/h/harriad01.html,2003,2003,Auburn University,false
Al Harrington,/players/h/harrial01.html,1999,2014,,false
Junior Harrington,/players/h/harriju01.html,2003,2007,Wingate University,false
Othella Harrington,/players/h/harriot01.html,1997,2008,Georgetown University,false
Devin Harris,/players/h/harride01.html,2005,2017,University of Wisconsin,true
Elias Harris,/players/h/harriel01.html,2014,2014,Gonzaga University,true
Gary Harris,/players/h/harriga01.html,2015,2017,Michigan State University,true
Joe Harris,/players/h/harrijo01.html,2015,2017,University of Virginia,true
Lucious Harris,/players/h/harrilu01.html,1994,2005,"California State University, Long Beach",false
Manny Harris,/players/h/harrima01.html,2011,2017,University of Michigan,true
Mike Harris,/players/h/harrimi01.html,2008,2014,Rice University,true
Steve Harris,/players/h/harrist01.html,1986,1990,University of Tulsa,false
Terrel Harris,/players/h/harrite01.html,2012,2013,Oklahoma State University,true
Tobias Harris,/players/h/harrito02.html,2012,2017,University of Tennessee,true
Tony Harris,/players/h/harrito01.html,1991,1995,University of New Orleans,false
Aaron Harrison,/players/h/harriaa01.html,2016,2017,University of Kentucky,true
Andrew Harrison,/players/h/harrian01.html,2017,2017,University of Kentucky,true
David Harrison,/players/h/harrida01.html,2005,2008,University of Colorado,false
Jason Hart,/players/h/hartja01.html,2001,2010,Syracuse University,false
Antonio Harvey,/players/h/harvean01.html,1994,2003,Pfeiffer University,false
Donnell Harvey,/players/h/harvedo01.html,2001,2005,University of Florida,false
Scott Haskin,/players/h/haskisc01.html,1994,1994,Oregon State University,false
Udonis Haslem,/players/h/hasleud01.html,2004,2017,University of Florida,true
Trenton Hassell,/players/h/hassetr01.html,2002,2010,Austin Peay State University,false
Joe Hassett,/players/h/hassejo01.html,1978,1983,Providence College,false
Scott Hastings,/players/h/hastisc01.html,1983,1993,University of Arkansas,false
Kirk Haston,/players/h/hastoki01.html,2002,2003,Indiana University,false
John Havlicek,/players/h/havlijo01.html,1963,1978,Ohio State University,false
Spencer Hawes,/players/h/hawessp01.html,2008,2017,University of Washington,true
Steve Hawes,/players/h/hawesst01.html,1975,1984,University of Washington,false
Hersey Hawkins,/players/h/hawkihe01.html,1989,2001,Bradley University,false
Juaquin Hawkins,/players/h/hawkiju01.html,2003,2003,"California State University, Long Beach",false
Michael Hawkins,/players/h/hawkimi01.html,1997,2001,Xavier University,false
Robert Hawkins,/players/h/hawkiro01.html,1976,1979,Illinois State University,false
Chuck Hayes,/players/h/hayesch01.html,2006,2016,University of Kentucky,true
Elvin Hayes,/players/h/hayesel01.html,1969,1984,University of Houston,false
Jarvis Hayes,/players/h/hayesja01.html,2004,2010,University of Georgia,false
Steve Hayes,/players/h/hayesst01.html,1982,1986,Idaho State University,false
Gordon Hayward,/players/h/haywago01.html,2011,2017,Butler University,true
Lazar Hayward,/players/h/haywala01.html,2011,2013,Marquette University,false
Brendan Haywood,/players/h/haywobr01.html,2002,2015,University of North Carolina,false
Spencer Haywood,/players/h/haywosp01.html,1970,1983,University of Detroit Mercy,false
Luther Head,/players/h/headlu01.html,2006,2011,University of Illinois at Urbana-Champaign,false
Shane Heal,/players/h/healsh01.html,1997,2004,,false
Gar Heard,/players/h/heardga01.html,1971,1981,University of Oklahoma,false
Alvin Heggs,/players/h/heggsal01.html,1996,1996,University of Texas at Austin,false
Alan Henderson,/players/h/hendeal01.html,1996,2007,Indiana University,false
Cedric Henderson,/players/h/hendece01.html,1987,1987,University of Georgia,false
Cedric Henderson,/players/h/hendece02.html,1998,2002,University of Memphis,false
Dave Henderson,/players/h/hendeda01.html,1988,1988,Duke University,false
Gerald Henderson,/players/h/hendege01.html,1980,1992,Virginia Commonwealth University,false
Gerald Henderson,/players/h/hendege02.html,2010,2017,Duke University,true
J.R. Henderson,/players/h/hendejr01.html,1999,1999,"University of California, Los Angeles",false
Jerome Henderson,/players/h/hendeje01.html,1986,1987,University of New Mexico,false
Kevin Henderson,/players/h/hendeke01.html,1987,1988,"California State University, Fullerton",false
Tom Henderson,/players/h/hendeto01.html,1975,1983,University of Hawaii,false
Mark Hendrickson,/players/h/hendrma01.html,1997,2000,Washington State University,false
Carl Henry,/players/h/henryca01.html,1986,1986,University of Kansas,false
Conner Henry,/players/h/henryco01.html,1987,1988,"University of California, Santa Barbara",false
Skeeter Henry,/players/h/henrysk01.html,1994,1994,University of Oklahoma,false
Xavier Henry,/players/h/henryxa01.html,2011,2015,University of Kansas,true
John Henson,/players/h/hensojo01.html,2013,2017,University of North Carolina,true
Steve Henson,/players/h/hensost01.html,1991,1999,Kansas State University,false
Juan Hernangomez,/players/h/hernaju01.html,2017,2017,,true
Willy Hernangomez,/players/h/hernawi01.html,2017,2017,,true
Chris Herren,/players/h/herrech01.html,2000,2001,"California State University, Fresno",false
Carl Herrera,/players/h/herreca01.html,1992,1999,University of Houston,false
Walter Herrmann,/players/h/herrmwa01.html,2007,2009,,false
Keith Herron,/players/h/herroke01.html,1979,1982,Villanova University,false
Mario Hezonja,/players/h/hezonma01.html,2016,2017,,true
Roy Hibbert,/players/h/hibbero01.html,2009,2017,Georgetown University,true
Phil Hicks,/players/h/hicksph01.html,1977,1979,Tulane University,false
J.J. Hickson,/players/h/hicksjj01.html,2009,2016,North Carolina State University,true
Buddy Hield,/players/h/hieldbu01.html,2017,2017,University of Oklahoma,true
Cory Higgins,/players/h/higgico01.html,2012,2013,University of Colorado,false
Mike Higgins,/players/h/higgimi01.html,1990,1991,University of Northern Colorado,false
Rod Higgins,/players/h/higgiro01.html,1983,1995,"California State University, Fresno",false
Sean Higgins,/players/h/higgise01.html,1991,1998,University of Michigan,false
Kenny Higgs,/players/h/higgske01.html,1979,1982,Louisiana State University,false
Johnny High,/players/h/highjo01.html,1980,1984,"University of Nevada, Reno",false
Nene Hilario,/players/h/hilarne01.html,2003,2017,,true
Armond Hill,/players/h/hillar01.html,1977,1984,Princeton University,false
George Hill,/players/h/hillge01.html,2009,2017,Indiana University-Purdue University Indianapolis,true
Grant Hill,/players/h/hillgr01.html,1995,2013,Duke University,false
Jordan Hill,/players/h/hilljo01.html,2010,2017,University of Arizona,true
Solomon Hill,/players/h/hillso01.html,2014,2017,University of Arizona,true
Steven Hill,/players/h/hillst01.html,2009,2009,University of Arkansas,false
Tyrone Hill,/players/h/hillty01.html,1991,2004,Xavier University,false
Darrun Hilliard,/players/h/hillida01.html,2016,2017,Villanova University,true
Darnell Hillman,/players/h/hillmda01.html,1972,1980,San Jose State University,false
Kirk Hinrich,/players/h/hinriki01.html,2004,2016,University of Kansas,true
Roy Hinson,/players/h/hinsoro01.html,1984,1991,Rutgers University,false
Robert Hite,/players/h/hitero01.html,2007,2007,University of Miami,false
Darington Hobson,/players/h/hobsoda01.html,2012,2012,University of New Mexico,false
Donald Hodge,/players/h/hodgedo01.html,1992,1996,Temple University,false
Julius Hodge,/players/h/hodgeju01.html,2006,2007,North Carolina State University,false
Craig Hodges,/players/h/hodgecr01.html,1983,1992,"California State University, Long Beach",false
Fred Hoiberg,/players/h/hoibefr01.html,1996,2005,Iowa State University,false
Randy Holcomb,/players/h/holcora01.html,2006,2006,San Diego State University,false
Jrue Holiday,/players/h/holidjr01.html,2010,2017,"University of California, Los Angeles",true
Justin Holiday,/players/h/holidju01.html,2013,2017,University of Washington,true
Brad Holland,/players/h/hollabr01.html,1980,1982,"University of California, Los Angeles",false
Wilbur Holland,/players/h/hollawi01.html,1976,1979,University of New Orleans,false
Lionel Hollins,/players/h/hollili01.html,1976,1985,Arizona State University,false
Ryan Hollins,/players/h/holliry01.html,2007,2016,"University of California, Los Angeles",true
Essie Hollis,/players/h/hollies01.html,1979,1979,St. Bonaventure University,false
Rondae Hollis-Jefferson,/players/h/holliro01.html,2016,2017,University of Arizona,true
Richaun Holmes,/players/h/holmeri01.html,2016,2017,Bowling Green State University,true
Mike Holton,/players/h/holtomi01.html,1985,1990,"University of California, Los Angeles",false
Jerald Honeycutt,/players/h/honeyje01.html,1998,1999,Tulane University,false
Tyler Honeycutt,/players/h/honeyty01.html,2012,2013,"University of California, Los Angeles",false
Derek Hood,/players/h/hoodde01.html,2000,2000,University of Arkansas,false
Rodney Hood,/players/h/hoodro01.html,2015,2017,Duke University,true
Dave Hoppen,/players/h/hoppeda01.html,1988,1993,University of Nebraska,false
Dennis Hopson,/players/h/hopsode01.html,1988,1992,Ohio State University,false
Scotty Hopson,/players/h/hopsosc01.html,2014,2014,University of Tennessee,true
Cedrick Hordges,/players/h/hordgce01.html,1981,1982,University of South Carolina,false
Al Horford,/players/h/horfoal01.html,2008,2017,University of Florida,true
Tito Horford,/players/h/horfoti01.html,1989,1994,University of Miami,false
Jeff Hornacek,/players/h/hornaje01.html,1987,2000,Iowa State University,false
Dennis Horner,/players/h/hornede01.html,2012,2012,North Carolina State University,false
Robert Horry,/players/h/horryro01.html,1993,2008,University of Alabama,false
Ed Horton,/players/h/hortoed01.html,1990,1990,University of Iowa,false
Danuel House,/players/h/houseda01.html,2017,2017,Texas A&M University,true
Eddie House,/players/h/houseed01.html,2001,2011,Arizona State University,false
Allan Houston,/players/h/houstal01.html,1994,2005,University of Tennessee,false
Byron Houston,/players/h/houstby01.html,1993,1996,Oklahoma State University,false
Tom Hovasse,/players/h/hovasto01.html,1995,1995,Pennsylvania State University,false
Brian Howard,/players/h/howarbr01.html,1992,1993,North Carolina State University,false
Dwight Howard,/players/h/howardw01.html,2005,2017,,true
Josh Howard,/players/h/howarjo01.html,2004,2013,Wake Forest University,false
Juwan Howard,/players/h/howarju01.html,1995,2013,University of Michigan,false
Mo Howard,/players/h/howarmo01.html,1977,1977,University of Maryland,false
Otis Howard,/players/h/howarot01.html,1979,1979,Austin Peay State University,false
Stephen Howard,/players/h/howarst01.html,1993,1998,DePaul University,false
Phil Hubbard,/players/h/hubbaph01.html,1980,1989,University of Michigan,false
Lester Hudson,/players/h/hudsole01.html,2010,2015,University of Tennessee at Martin,true
Lou Hudson,/players/h/hudsolo01.html,1967,1979,University of Minnesota,false
Troy Hudson,/players/h/hudsotr01.html,1998,2008,Southern Illinois University,false
Marcelo Huertas,/players/h/huertma01.html,2016,2017,,true
Josh Huestis,/players/h/huestjo01.html,2016,2017,Stanford University,true
Nate Huffman,/players/h/huffmna01.html,2003,2003,Central Michigan University,false
Alfredrick Hughes,/players/h/hugheri01.html,1986,1986,Loyola University of Chicago,false
Eddie Hughes,/players/h/hugheed01.html,1988,1990,Colorado State University,false
Kim Hughes,/players/h/hugheki01.html,1976,1981,University of Wisconsin,false
Larry Hughes,/players/h/hughela01.html,1999,2012,Saint Louis University,false
Rick Hughes,/players/h/hugheri02.html,2000,2000,Thomas More College,false
Robbie Hummel,/players/h/hummero01.html,2014,2015,Purdue University,true
Ryan Humphrey,/players/h/humphry01.html,2003,2005,University of Notre Dame,false
Jay Humphries,/players/h/humphja01.html,1985,1995,University of Colorado,false
Kris Humphries,/players/h/humphkr01.html,2005,2017,University of Minnesota,true
Brandon Hunter,/players/h/huntebr01.html,2004,2005,Ohio University,false
Cedric Hunter,/players/h/huntece01.html,1992,1992,University of Kansas,false
Chris Hunter,/players/h/huntech01.html,2010,2010,University of Michigan,false
Lindsey Hunter,/players/h/hunteli01.html,1994,2010,Jackson State University,false
Othello Hunter,/players/h/hunteot01.html,2009,2010,Ohio State University,false
R.J. Hunter,/players/h/hunterj01.html,2016,2017,Georgia State University,true
Steven Hunter,/players/h/huntest01.html,2002,2010,DePaul University,false
Bobby Hurley,/players/h/hurlebo01.html,1994,1998,Duke University,false
Geoff Huston,/players/h/hustoge01.html,1980,1987,Texas Tech University,false
